title,id
Secret Window,1586
The Lake House,2044
The Skeleton Key,9913
The Odd Life of Timothy Green,71864
Made of Honor,10761
Jersey Boys,209451
The Rainmaker,11975
Gothika,4970
Amistad,11831
Medicine Man,9096
Aliens vs Predator: Requiem,440
Ri¢hie Ri¢h,11011
Autumn in New York,10641
Music and Lyrics,11172
Paul,39513
The Guilt Trip,82687
Scream 4,41446
8MM,8224
The Doors,10537
Sex Tape,225886
Hanging Up,10385
Final Destination 5,55779
Mickey Blue Eyes,10154
Pay It Forward,10647
Fever Pitch,11431
Drillbit Taylor,8457
A Million Ways to Die in the West,188161
The Shadow,8850
Extremely Loud & Incredibly Close,64685
Morning Glory,38357
Get Rich or Die Tryin',10060
The Art of War,11398
Rent,1833
Bless the Child,10391
The Out-of-Towners,8970
The Island of Dr. Moreau,9306
The Musketeer,11370
The Other Boleyn Girl,12184
Sweet November,1921
The Reaping,1683
Mean Streets,203
Renaissance Man,11858
Colombiana,62835
Quest for Camelot,18937
City By The Sea,13536
At First Sight,15556
Torque,10718
City Hall,11062
Showgirls,10802
Marie Antoinette,1887
Kiss of Death,6071
Get Carter,10461
The Impossible,80278
Ishtar,12704
Fantastic Mr. Fox,10315
Life or Something Like It,16643
Memoirs of an Invisible Man,2687
Amélie,194
New York Minute,11025
Alfie,8849
Big Miracle,78698
The Deep End of the Ocean,30943
FearDotCom,9544
Cirque du Freak: The Vampire's Assistant,24418
Duplex,7288
Soul Men,14655
Raise the Titanic,24575
Universal Soldier: The Return,10366
Pandorum,19898
Impostor,4965
Extreme Ops,15074
Just Visiting,56715
Sunshine,1272
A Thousand Words,72358
Delgo,20542
The Gunman,266396
Stormbreaker,9978
Disturbia,8271
Hackers,10428
The Hunting Party,5353
The Hudsucker Proxy,11934
The Warlords,14392
Nomad: The Warrior,19495
Snowpiercer,110415
A Monster in Paris,77459
The Last Shot,26486
The Crow,9495
Baahubali: The Beginning,256040
The Time Traveler's Wife,24420
Because I Said So,1257
Frankenweenie,62214
Serenity,16320
Against the Ropes,8842
Superman III,9531
Grudge Match,64807
Red Cliff,12289
Sweet Home Alabama,11529
The Ugly Truth,20943
Sgt. Bilko,9099
Spy Kids 2: The Island of Lost Dreams,9488
Star Trek: Generations,193
The Grandmaster,44865
Water for Elephants,55787
Dragon Nest: Warriors' Dawn,257932
The Hurricane,10400
Enough,1957
Heartbreakers,10833
Paul Blart: Mall Cop 2,256961
Angel Eyes,5852
Joe Somebody,12312
The Ninth Gate,622
Extreme Measures,11306
Rock Star,12508
Precious,25793
White Squall,10534
The Thing,1091
Riddick,87421
Switchback,10871
Texas Rangers,13503
City of Ember,13600
The Master,68722
Virgin Territory,14324
The Express,14325
The 5th Wave,299687
Creed,312221
The Town,23168
What to Expect When You're Expecting,76494
Burn After Reading,4944
Nim's Island,10488
Rush,96721
Magnolia,334
Cop Out,23742
How to Be Single,259694
Dolphin Tale,62837
Twilight,8966
John Q,8470
Blue Streak,11001
We're the Millers,138832
The Inhabited Island,16911
Breakdown,2163
Never Say Never Again,36670
Hot Tub Time Machine,23048
Dolphin Tale 2,227735
Reindeer Games,2155
A Man Apart,8409
Aloha,222936
Ghosts of Mississippi,31908
Snow Falling on Cedars,10219
The Rite,48171
Gattaca,782
Isn't She Great,75531
Space Chimps,11802
Head of State,9776
The Hangover,18785
Ip Man 3,365222
Austin Powers: The Spy Who Shagged Me,817
Batman,268
There Be Dragons,45054
Lethal Weapon 3,943
The Blind Side,22881
Spy Kids,10054
Horrible Bosses,51540
True Grit,44264
The Devil Wears Prada,350
Star Trek: The Motion Picture,152
Identity Thief,109431
Cape Fear,1598
21,8065
Trainwreck,271718
Guess Who,11638
The English Patient,409
L.A. Confidential,2118
Sky High,11459
In & Out,10806
Species,9348
A Nightmare on Elm Street,377
The Cell,8843
The Man in the Iron Mask,9313
Secretariat,39486
TMNT,1273
Radio,13920
Friends with Benefits,50544
Neighbors 2: Sorority Rising,325133
Saving Mr. Banks,140823
Malcolm X,1883
This Is 40,89492
Old Dogs,22949
Underworld: Rise of the Lycans,12437
License to Wed,2959
The Benchwarmers,9957
Must Love Dogs,11648
Donnie Brasco,9366
Resident Evil,1576
Poltergeist,609
The Ladykillers,5516
Max Payne,13051
In Time,49530
The Back-Up Plan,34806
Something Borrowed,49022
Black Knight,11469
The Bad News Bears,23479
Street Fighter,11667
The Pianist,423
The Nativity Story,2447
House of Wax,10066
Closer,2288
J. Edgar,88794
Mirrors,13515
Queen of the Damned,11979
Predator 2,169
Untraceable,8090
Blast from the Past,11622
Flash Gordon,3604
Jersey Girl,9541
Alex Cross,94348
Midnight in the Garden of Good and Evil,8197
Heist,336004
Nanny McPhee and the Big Bang,35019
Hoffa,10410
The X Files: I Want to Believe,8836
Ella Enchanted,14442
Concussion,321741
Abduction,59965
Valiant,14175
Wonder Boys,11004
Superhero Movie,11918
Broken City,98357
Cursed,10012
Premium Rush,49526
Hot Pursuit,268920
The Four Feathers,9093
Parker,119283
Wimbledon,11823
Furry Vengeance,35169
Bait,118957
Krull,849
Lions for Lambs,4515
Flight of the Intruder,18886
Walk Hard: The Dewey Cox Story,6575
The Shipping News,6440
American Outlaws,13496
The Young Victoria,18320
Whiteout,22787
The Tree of Life,8967
Knock Off,37498
Sabotage,144336
The Order,9616
Punisher: War Zone,13056
Zoom,14113
The Walk,285783
Warriors of Virtue,49478
A Good Year,9726
Radio Flyer,20763
Bound by Honor,9702
Smilla's Sense of Snow,9311
Femme Fatale,9280
Lion of the Desert,26843
The Horseman on the Roof,11876
Ride with the Devil,22267
Biutiful,45958
Bandidas,1969
Black Water Transit,310706
The Maze Runner,198663
Unfinished Business,239573
The Age of Innocence,10436
The Fountain,1381
Chill Factor,2162
Stolen,127493
Ponyo,12429
The Longest Ride,228205
The Astronaut's Wife,2900
I Dreamed of Africa,21311
Playing for Keeps,77875
Mandela: Long Walk to Freedom,192136
Reds,18254
A Few Good Men,881
Exit Wounds,10877
Big Momma's House,9600
Thunder and the House of Magic,202575
The Darkest Hour,71469
Step Up Revolution,85446
Snakes on a Plane,326
The Watcher,10685
The Punisher,7220
Goal!: The Dream Begins,9763
Safe,72387
Pushing Tin,12596
Return of the Jedi,1892
Doomsday,13460
The Reader,8055
Wanderlust,50647
Elf,10719
Phenomenon,9294
Snow Dogs,11888
Scrooged,9647
Nacho Libre,9353
Bridesmaids,55721
This Is the End,109414
Stigmata,10307
Men of Honor,11978
Takers,22907
The Big Wedding,87567
"Big Mommas: Like Father, Like Son",38322
Source Code,45612
Alive,7305
The Number 23,3594
The Young and Prodigious T.S. Spivet,157841
1941,11519
Dreamer: Inspired By a True Story,12920
A History of Violence,59
Transporter 2,9335
The Quick and the Dead,12106
Laws of Attraction,11141
Bringing Out the Dead,8649
Repo Men,31867
Dragon Wars: D-War,10253
Bogus,3587
The Incredible Burt Wonderstone,124459
Cats Don't Dance,24662
Cradle Will Rock,32274
The Good German,182
George and the Dragon,5494
Apocalypse Now,28
Going the Distance,38073
Mr. Holland's Opus,2054
Criminal,302156
Out of Africa,606
Flight,87502
Moonraker,698
The Grand Budapest Hotel,120467
Hearts in Atlantis,11313
Arachnophobia,6488
Frequency,10559
Vacation,296099
Get Shorty,8012
Chicago,1574
Big Daddy,9032
American Pie 2,2770
Toy Story,862
Speed,1637
The Vow,72570
Extraordinary Measures,27569
Remember the Titans,10637
The Hunt for Red October,1669
The Butler,132363
DodgeBall: A True Underdog Story,9472
The Addams Family,2907
Ace Ventura: When Nature Calls,9273
The Princess Diaries,9880
The First Wives Club,2925
Se7en,807
District 9,17654
The SpongeBob SquarePants Movie,11836
Mystic River,322
Million Dollar Baby,70
Analyze This,9535
The Notebook,11036
27 Dresses,6557
Hannah Montana: The Movie,18126
Rugrats in Paris: The Movie,16340
The Prince of Tides,10333
Legends of the Fall,4476
Up in the Air,22947
About Schmidt,2755
Warm Bodies,82654
Looper,59967
Down to Earth,16300
Babe,9598
Hope Springs,82696
Forgetting Sarah Marshall,9870
Four Brothers,8292
Baby Mama,8780
Hope Floats,9715
Bride Wars,10521
Without a Paddle,10762
13 Going on 30,10096
Midnight in Paris,59436
The Nut Job,227783
Blow,4133
Message in a Bottle,10207
Star Trek V: The Final Frontier,172
Like Mike,21972
The Naked Gun 33⅓: The Final Insult,36593
A View to a Kill,707
The Curse of the Were-Rabbit,533
P.S. I Love You,6023
Racing Stripes,6439
Atonement,4347
Letters to Juliet,37056
Black Rain,4105
The Three Stooges,76489
Corpse Bride,3933
Glory Road,9918
Sicario,273481
Southpaw,307081
Drag Me to Hell,16871
The Age of Adaline,293863
Secondhand Lions,13156
Step Up 3D,41233
Blue Crush,9266
Stranger Than Fiction,1262
30 Days of Night,4513
The Cabin in the Woods,22970
Meet the Spartans,7278
Midnight Run,9013
The Running Man,865
Little Shop of Horrors,10776
Hanna,50456
Mortal Kombat: Annihilation,9823
Larry Crowne,59861
Carrie,133805
Take the Lead,12763
Gridiron Gang,9766
What's the Worst That Could Happen?,14034
9,12244
Side Effects,109421
The Prince & Me,11137
Winnie the Pooh,51162
Dumb and Dumberer: When Harry Met Lloyd,10152
Bulworth,9452
Get on Up,239566
One True Thing,53113
Virtuosity,9271
My Super Ex-Girlfriend,4474
Deliver Us from Evil,184346
Sanctum,48340
Little Black Book,14846
The Five-Year Engagement,72207
Mr. 3000,16232
The Next Three Days,43539
Ultraviolet,9920
Assault on Precinct 13,8978
The Replacement Killers,11702
Fled,18550
Eight Legged Freaks,8869
Love & Other Drugs,43347
88 Minutes,3489
North Country,9701
The Whole Ten Yards,2122
Splice,37707
Howard the Duck,10658
Pride and Glory,13150
The Cave,9042
Alex & Emma,17813
Wicker Park,11208
Fright Night,58151
The New World,11400
Wing Commander,10350
In Dreams,28902
Dragonball Evolution,14164
The Last Stand,76640
Godsend,11058
Chasing Liberty,14844
Hoodwinked Too! Hood VS. Evil,57089
An Unfinished Life,1947
The Imaginarium of Doctor Parnassus,8054
Barney's Version,46829
Runner Runner,146238
Antitrust,9989
Glory,9665
Once Upon a Time in America,311
Dead Man Down,102362
The Merchant of Venice,11162
The Good Thief,6016
Supercross,17186
Miss Potter,13967
The Promise,2008
DOA: Dead or Alive,9053
The Assassination of Jesse James by the Coward Robert Ford,4512
1911,76349
Little Nicholas,31203
Wild Card,265208
Machine Gun Preacher,45610
Animals United,50135
Goodbye Bafana,1874
United Passions,271331
Grace of Monaco,215211
Savva. Heart of the Warrior,367961
Ripley's Game,10955
Sausage Party,223702
Pitch Perfect 2,254470
Walk the Line,69
Keeping the Faith,4967
The Borrowers,9449
Frost/Nixon,11499
Confessions of a Dangerous Mind,4912
Serving Sara,12771
The Boss,323676
Cry Freedom,12506
Mumford,24071
Seed of Chucky,11249
The Jacket,9667
Aladdin,812
Straight Outta Compton,277216
Indiana Jones and the Temple of Doom,87
The Rugrats Movie,14444
Along Came a Spider,2043
Florence Foster Jenkins,315664
Once Upon a Time in Mexico,1428
Die Hard,562
Role Models,15373
The Big Short,318846
Taking Woodstock,26320
Miracle,14292
Dawn of the Dead,924
The Wedding Planner,2018
Space Pirate Captain Harlock,192577
The Royal Tenenbaums,9428
Identity,2832
Last Vegas,137093
For Your Eyes Only,699
Serendipity,9778
Timecop,8831
Zoolander,9398
Safe Haven,112949
Hocus Pocus,10439
No Reservations,3638
Kick-Ass,23483
30 Minutes or Less,62206
Dracula 2000,10577
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",218778
Pride & Prejudice,4348
Blade Runner,78
Rob Roy,11780
3 Days to Kill,192102
We Own the Night,2001
Lost Souls,10383
Winged Migration,11516
Just My Luck,10025
"Mystery, Alaska",15198
The Spy Next Door,23172
A Simple Wish,17834
Ghosts of Mars,10016
Our Brand Is Crisis,10317
Pride and Prejudice and Zombies,58431
Kundun,9746
How to Lose Friends & Alienate People,13092
Kick-Ass 2,59859
Alatriste,13495
Brick Mansions,254473
Octopussy,700
Knocked Up,4964
My Sister's Keeper,10024
Welcome Home Roscoe Jenkins,13490
A Passage to India,15927
Notes on a Scandal,1259
Rendition,5125
Star Trek VI: The Undiscovered Country,174
Divine Secrets of the Ya-Ya Sisterhood,9583
Kiss the Girls,9437
The Blues Brothers,525
The Sisterhood of the Traveling Pants 2,10188
Joyful Noise,63574
About a Boy,245
Lake Placid,9825
Lucky Number Slevin,186
The Right Stuff,9549
Anonymous,61891
The NeverEnding Story,34584
Dark City,2666
The Duchess,12783
Return to Oz,13155
The Newton Boys,42807
Case 39,28355
Suspect Zero,8080
Martian Child,5126
Spy Kids: All the Time in the World,56288
Money Monster,303858
The 51st State,1613
Flawless,31582
Mindhunters,16617
What Just Happened,8944
The Statement,41488
The Magic Flute,37028
Paul Blart: Mall Cop,14560
Freaky Friday,10330
The 40 Year Old Virgin,6957
Shakespeare in Love,1934
A Walk Among the Tombstones,169917
Kindergarten Cop,951
Pineapple Express,10189
Ever After: A Cinderella Story,9454
Open Range,2055
Flatliners,1551
A Bridge Too Far,5902
Red Eye,11460
Final Destination 2,9358
"O Brother, Where Art Thou?",134
Legion,22894
Pain & Gain,134374
In Good Company,1901
Clockstoppers,15028
Silverado,11509
Brothers,7445
Agent Cody Banks 2: Destination London,17047
New Year's Eve,62838
Original Sin,2057
The Raven,70436
Welcome to Mooseport,16784
Highlander: The Final Dimension,8011
Blood and Wine,31640
Snow White: A Tale of Terror,9092
The Curse of the Jade Scorpion,2779
Accidental Love,316002
Flipper,36355
Self/less,238615
The Constant Gardener,1985
The Passion of the Christ,615
Mrs. Doubtfire,788
Rain Man,380
Gran Torino,13223
W.,10523
Taken,8681
The Best of Me,239571
The Bodyguard,619
Schindler's List,424
The Help,50014
The Fifth Estate,162903
Scooby-Doo 2: Monsters Unleashed,11024
Forbidden Kingdom,208763
Freddy vs. Jason,6466
The Face of an Angel,254024
Jimmy Neutron: Boy Genius,12589
Cloverfield,7191
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497
The Untouchables,117
No Country for Old Men,6977
Ride Along,168530
Bridget Jones's Diary,634
Chocolat,392
"Legally Blonde 2: Red, White & Blonde",10327
Parental Guidance,88042
No Strings Attached,41630
Tombstone,11969
Romeo Must Die,2085
The Omen,794
Final Destination 3,9286
The Lucky One,77877
Bridge to Terabithia,1265
Finding Neverland,866
A Madea Christmas,175555
The Grey,75174
Hide and Seek,11096
Anchorman: The Legend of Ron Burgundy,8699
GoodFellas,769
Agent Cody Banks,10923
Nanny McPhee,11283
Scarface,111
Nothing to Lose,11676
The Last Emperor,746
Contraband,77866
Money Talks,9416
There Will Be Blood,7345
The Wild Thornberrys Movie,14317
Rugrats Go Wild,20694
Undercover Brother,12277
The Sisterhood of the Traveling Pants,9779
Kiss of the Dragon,2140
The House Bunny,12620
Beauty Shop,14177
Million Dollar Arm,198185
The Giver,227156
What a Girl Wants,10735
Jeepers Creepers 2,11351
Good Luck Chuck,10030
Cradle 2 the Grave,10623
The Hours,590
She's the Man,9655
Mr. Bean's Holiday,1268
Anacondas: The Hunt for the Blood Orchid,11237
Blood Ties,190955
August Rush,5123
Elizabeth,4518
Bride of Chucky,11932
Tora! Tora! Tora!,11165
Spice World,6116
The Sitter,57431
Dance Flick,21724
The Shawshank Redemption,278
Crocodile Dundee in Los Angeles,9290
Kingpin,11543
The Gambler,284536
August: Osage County,152737
Ice Princess,13374
A Lot Like Love,8976
Eddie the Eagle,319888
He Got Game,9469
Don Juan DeMarco,1909
Dear John,22971
The Losers,34813
Don't Be Afraid of the Dark,46261
War,10431
Punch-Drunk Love,8051
EuroTrip,9352
Half Past Dead,10167
Unaccompanied Minors,18147
"Bright Lights, Big City",17170
The Adventures of Pinocchio,18975
The Greatest Game Ever Played,15487
The Box,22825
The Ruins,11152
The Next Best Thing,1831
My Soul to Take,43931
The Girl Next Door,10591
Maximum Risk,10861
Stealing Harvard,12770
Legend,276907
Hot Rod,10074
Shark Night,65055
Angela's Ashes,10397
Draft Day,200505
Lifeforce,11954
The Conspirator,60309
Lords of Dogtown,9787
The 33,293646
Big Trouble in Little China,6978
Fly Me to the Moon,133698
Warrior,59440
Michael Collins,1770
Gettysburg,10655
Stop-Loss,8988
Abandon,15992
Brokedown Palace,17707
The Possession,77883
Mrs. Winterbourne,40001
Straw Dogs,64639
The Hoax,9903
Stone Cold,21338
The Road,20766
Sheena,24264
Underclassman,19803
Say It Isn't So,20309
The World's Fastest Indian,9912
Tank Girl,9067
King's Ransom,27360
Blindness,8338
BloodRayne,168705
Carnage,72113
Where the Truth Lies,9729
Cirque du Soleil: Worlds Away,94352
Without Limits,22256
Me and Orson Welles,12404
The Best Offer,152742
The Bad Lieutenant: Port of Call - New Orleans,11699
A Turtle's Tale: Sammy's Adventures,49953
Little White Lies,48034
Love Ranch,39845
The True Story of Puss 'n Boots,25353
Space Dogs,36696
The Counselor,109091
Ironclad,38543
Waterloo,33157
Kung Fu Jungle,290864
Red Sky,242166
Dangerous Liaisons,859
On the Road,83770
Star Trek IV: The Voyage Home,168
Rocky Balboa,1246
Scream 2,4233
Jane Got a Gun,174751
Think Like a Man Too,184098
The Whole Nine Yards,2069
Footloose,1788
Old School,11635
The Fisher King,177
I Still Know What You Did Last Summer,3600
Return to Me,2621
Zack and Miri Make a Porno,10358
Nurse Betty,10480
The Men Who Stare at Goats,10313
Double Take,18828
"Girl, Interrupted",3558
Win a Date with Tad Hamilton!,13476
Muppets from Space,10208
The Wiz,24961
Ready to Rumble,20697
Play It to the Bone,20761
I Don't Know How She Does It,70868
Piranha 3D,43593
Beyond the Sea,6478
Meet the Deedles,40688
The Thief and the Cobbler,26672
The Bridge of San Luis Rey,45881
Faster,41283
Howl's Moving Castle,4935
Zombieland,19908
The Waterboy,10663
The Empire Strikes Back,1891
Bad Boys,9737
The Naked Gun 2½: The Smell of Fear,37137
Final Destination,9532
The Ides of March,10316
Pitch Black,2787
Someone Like You...,12658
Her,152601
Joy Ride,10866
The Adventurer: The Curse of the Midas Box,227707
Anywhere But Here,21349
The Crew,19150
Haywire,70435
Jaws: The Revenge,580
Marvin's Room,9819
The Longshots,13579
The End of the Affair,20024
Harley Davidson and the Marlboro Man,2453
In the Valley of Elah,6973
Coco Before Chanel,11156
Forsaken,354110
Cheri,22215
Vanity Fair,11632
Bodyguards and Assassins,30596
1408,3021
Spaceballs,957
The Water Diviner,256917
Ghost,251
There's Something About Mary,544
The Santa Clause,11395
The Rookie,14635
The Game Plan,13680
The Bridges of Madison County,688
The Animal,11090
Gandhi,783
The Hundred-Foot Journey,228194
The Net,1642
I Am Sam,10950
Son of God,235260
Underworld,277
Derailed,8999
The Informant!,11323
Shadowlands,10445
Deuce Bigalow: European Gigolo,11453
Delivery Man,146239
Our Kind of Traitor,205588
Saving Silverman,10878
Diary of a Wimpy Kid: Dog Days,82650
Summer of Sam,10279
Jay and Silent Bob Strike Back,2294
The Glass House,2176
"Hail, Caesar!",270487
Josie and the Pussycats,19366
Homefront,204082
The Little Vampire,24100
I Heart Huckabees,1599
RoboCop 3,5550
Megiddo: The Omega Code 2,30379
Darling Lili,42586
Dudley Do-Right,17709
The Transporter Refueled,287948
The Libertine,7548
Black Book,9075
Joyeux Noël,11661
Hit & Run,109513
Mad Money,12085
Before I Go to Sleep,204922
Sorcerer,38985
Stone,44113
Moliere,21494
Out of the Furnace,164457
Michael Clayton,4566
My Fellow Americans,17795
Arlington Road,1073
Underdogs,153158
To Rome with Love,81836
Firefox,10724
"South Park: Bigger, Longer & Uncut",9473
Death at a Funeral,2196
Teenage Mutant Ninja Turtles III,1499
Hardball,20857
Silver Linings Playbook,82693
Freedom Writers,1646
For Colored Girls,44944
The Transporter,4108
Never Back Down,8456
The Rage: Carrie 2,7341
Away We Go,19255
Swing Vote,10187
Moonlight Mile,31005
Tinker Tailor Soldier Spy,49517
Molly,44857
The Beaver,50780
The Best Little Whorehouse in Texas,16363
eXistenZ,1946
Raiders of the Lost Ark,85
Home Alone 2: Lost in New York,772
Close Encounters of the Third Kind,840
Pulse,9682
Beverly Hills Cop II,96
Bringing Down the House,10678
The Silence of the Lambs,274
Wayne's World,8872
Jackass 3D,16290
Jaws 2,579
Beverly Hills Chihuahua,14405
The Conjuring,138843
Are We There Yet?,11637
Tammy,226486
School of Rock,1584
Mortal Kombat,9312
White Chicks,12153
The Descendants,65057
Holes,8326
The Last Song,35690
12 Years a Slave,76203
Drumline,13497
Why Did I Get Married Too?,35688
Edward Scissorhands,162
Me Before You,296096
Madea's Witness Protection,103370
The French Connection,1051
Bad Moms,376659
Date Movie,10073
Return to Never Land,16690
Selma,273895
The Jungle Book 2,14873
Boogeyman,8968
Premonition,9963
The Tigger Movie,15655
Orphan,21208
Max,272878
Epic Movie,9760
Spotlight,314365
Lakeview Terrace,13279
The Grudge 2,1975
How Stella Got Her Groove Back,33644
Bill & Ted's Bogus Journey,1649
Man of the Year,9895
The Black Hole,9570
The American,27579
Selena,16052
Vampires Suck,40264
Babel,1164
This Is Where I Leave You,239678
Doubt,14359
Team America: World Police,3989
Texas Chainsaw 3D,76617
Copycat,1710
Scary Movie 5,4258
Paint Your Wagon,20391
Milk,10139
Risen,335778
Ghost Ship,9645
A Very Harold & Kumar Christmas,55465
Wild Things,617
The Stepfather,19904
The Debt,48289
High Fidelity,243
One Missed Call,6933
Eye for an Eye,17182
The Bank Job,8848
Eternal Sunshine of the Spotless Mind,38
You Again,38303
Street Kings,1266
The World's End,107985
Nancy Drew,14043
Daybreakers,19901
She's Out of My League,34016
Monte Carlo,59860
Stay Alive,10069
Quigley Down Under,9588
Alpha and Omega,12819
The Covenant,9954
Stick It,10115
Shorts,25132
To Die For,577
Nerve,328387
Appaloosa,12690
Vampires,9945
Psycho,539
My Best Friend's Girl,13596
Endless Love,226857
Georgia Rule,13159
Under the Rainbow,47941
Ladyhawke,526
Simon Birch,22796
Reign Over Me,2355
Into the Wild,5915
School for Scoundrels,9842
Silent Hill: Revelation 3D,61012
From Dusk Till Dawn,755
Pooh's Heffalump Movie,13682
Home for the Holidays,9089
Kung Fu Hustle,9470
The Country Bears,18357
The Kite Runner,7979
21 Grams,470
Paparazzi,15644
A Guy Thing,9582
Loser,10642
Capitalism: A Love Story,22074
The Greatest Story Ever Told,2428
Secret in Their Eyes,290751
Disaster Movie,13805
Armored,4597
The Man Who Knew Too Little,9414
What's Your Number?,63492
Lockout,81796
Envy,10710
Crank: High Voltage,15092
Bullets Over Broadway,11382
One Night with the King,15005
The Quiet American,8198
The Weather Man,6963
Undisputed,15070
Ghost Town,12797
12 Rounds,17134
Let Me In,41402
3 Ninjas Kick Back,18885
Be Kind Rewind,4953
Mrs Henderson Presents,10773
Triple 9,146198
Deconstructing Harry,2639
Three to Tango,10563
Burnt,295964
We're No Angels,5971
Everyone Says I Love You,9716
Death Sentence,11835
Everybody's Fine,26171
Superbabies: Baby Geniuses 2,31117
The Man,9074
Code Name: The Cleaner,14396
Connie and Carla,15673
Sweet Charity,42618
Inherent Vice,171274
Doogal,24432
Battle of the Year,109417
An American Carol,13948
Machete Kills,106747
Willard,10929
Strange Wilderness,14220
Topsy-Turvy,46435
Little Boy,256962
A Dangerous Method,48231
A Scanner Darkly,3509
Chasing Mavericks,82684
Alone in the Dark,12142
Bandslam,23367
Birth,10740
A Most Violent Year,241239
Passchendaele,14582
Flash of Genius,14914
I'm Not There.,3902
The Cold Light of Day,77948
The Brothers Bloom,21755
"Synecdoche, New York",4960
Princess Mononoke,128
Bon voyage,14652
Can't Stop the Music,40932
The Proposition,16608
My All American,334531
Marci X,32316
Equilibrium,7299
The Children of Huang Shi,13405
The Yards,19457
The Oogieloves in the Big Balloon Adventure,112937
By the Sea,314385
Steamboy,8953
The Game of Their Lives,29078
All Good Things,46503
Rapa Nui,10448
CJ7,13688
The Visitors II: The Corridors of Time,10353
Dylan Dog: Dead of Night,43935
People I Know,11458
The Tempest,44638
Regression,241257
Three Kingdoms: Resurrection of the Dragon,14538
Butterfly on a Wheel,13250
Zambezia,133931
Ramanujan,280871
Dwegons,239897
Hands of Stone,184341
Survivor,334074
The Frozen Ground,199373
The Painted Veil,14202
The Baader Meinhof Complex,6968
Dances with Wolves,581
Bad Teacher,52449
Sea of Love,12150
A Cinderella Story,11247
Scream,4232
Thir13en Ghosts,9378
The Shining,694
Back to the Future,105
House on Haunted Hill,11377
I Can Do Bad All By Myself,26367
Fight Valley,385383
The Switch,41210
Just Married,12090
The Devil's Double,62630
Thomas and the Magic Railroad,16110
The Crazies,29427
Spirited Away,129
Firestorm,244114
The Bounty,2669
The Book Thief,203833
Sex Drive,13523
Leap Year,25195
The Fall of the Roman Empire,17277
Take Me Home Tonight,50725
Won't Back Down,82631
The Nutcracker,73191
Kansas City,22479
Indignation,340611
The Amityville Horror,10065
Adaptation.,2757
Land of the Dead,11683
Out of Inferno,244339
Fear and Loathing in Las Vegas,1878
The Invention of Lying,23082
Neighbors,195589
The Mask,854
Big,2280
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,496
Legally Blonde,8835
Star Trek III: The Search for Spock,157
The Exorcism of Emily Rose,8643
Deuce Bigalow: Male Gigolo,10402
Left Behind,218043
The Family Stone,9043
Barbershop 2:  Back in Business,21301
Bad Santa,10147
Austin Powers: International Man of Mystery,816
My Big Fat Greek Wedding 2,302688
Diary of a Wimpy Kid: Rodrick Rules,60307
Predator,106
Amadeus,279
Prom Night,8617
Mean Girls,10625
Under the Tuscan Sun,10934
Gosford Park,5279
Peggy Sue Got Married,10013
Birdman,194662
Blue Jasmine,160588
United 93,9829
Honey,10028
Spy Hard,10535
The Fog,790
Soul Surfer,43959
Catch-22,10364
Observe and Report,16991
Conan the Destroyer,9610
Raging Bull,1578
Love Happens,25643
Young Sherlock Holmes,11904
Fame,28665
127 Hours,44115
Small Time Crooks,10569
Center Stage,10560
Love the Coopers,333348
Catch That Kid,20483
Life as a House,11457
Steve Jobs,321697
"I Love You, Beth Cooper",19840
Youth in Revolt,22327
The Legend of the Lone Ranger,38665
The Tailor of Panama,2575
Blow Out,11644
Getaway,146227
The Ice Storm,68924
And So It Goes,253235
Troop Beverly Hills,22102
Being Julia,18701
Nine 1/2 Weeks,10068
Dragonslayer,848
The Last Station,36811
Ed Wood,522
Labor Day,130150
Mongol: The Rise of Genghis Khan,12246
RockNRolla,13809
Megaforce,27380
Hamlet,10549
Mao's Last Dancer,33870
Midnight Special,245703
Anything Else,10739
The Railway Man,127560
The White Ribbon,37903
Restoration,396152
The Wraith,10017
Salton Sea,11468
Metallica: Through the Never,193613
The Informers,17436
Carlos,43434
I Come with the Rain,31166
One Man's Hero,69848
Day of the Dead,8408
I Am Wrath,332411
Renaissance,9389
Red Sonja,9626
Red Lights,75638
Superbad,8363
Madea Goes to Jail,15670
Wolves,290555
Step Up 2: The Streets,8328
Hoodwinked!,10982
Hotel Rwanda,205
Hitman,1620
Black Nativity,175541
The Prince,241254
City of Ghosts,31932
The Others,1933
Aliens,679
My Fair Lady,11113
I Know What You Did Last Summer,3597
Let's Be Cops,193893
Sideways,9675
Beerfest,9988
Halloween,948
Good Boy!,21765
The Best Man Holiday,146304
Smokin' Aces,7516
Saw: The Final Chapter,41439
40 Days and 40 Nights,2752
A Night at the Roxbury,9429
Beastly,38117
The Hills Have Eyes,9792
Dickie Roberts: Former Child Star,13778
"McFarland, USA",228203
Lottery Ticket,41382
ATL,13960
Pitch Perfect,114150
Summer Catch,26602
A Simple Plan,10223
They,16028
Larry the Cable Guy: Health Inspector,15639
The Adventures of Elmo in Grouchland,16112
Brooklyn's Finest,26390
55 Days at Peking,27759
Evil Dead,109428
My Life in Ruins,23049
American Dreamz,9310
Superman IV: The Quest for Peace,11411
How She Move,16988
Running Scared,7304
Bobby Jones: Stroke of Genius,24747
Shanghai Surprise,58048
The Illusionist,1491
Roar,2989
Veronica Guerin,10629
